evento,numero di run,numero di evento,giorno,mese,anno,ora,minuti,secondi,miliardesimi di secondo,pT 0,eta 0,phi 0,pT 1,eta 1,phi 1,pT 2,eta 2,phi 2,pT nu,phi nu,NN,prob,differenza numero di run
852,356250,756840439,22,7,2018,10,52,54,139525845,41.8172,-1.96698,-2.81117,71.1926,-0.656897,1.51022,18.8102,0.676393,1.00395,74.6821,-1.26318,0.006458,0.006458,0.0
927,356259,2023893968,23,7,2018,3,44,55,101204855,72.2914,-1.40188,0.742758,30.7029,-1.52369,0.458605,111.282,-0.62182,-1.56343,58.186,-2.50712,0.192184,0.192184,9.0
928,356259,2062856171,23,7,2018,3,55,43,377819500,31.9998,-0.191691,1.4751,104.77,-0.654011,1.69756,19.3636,0.604193,0.411415,37.6277,-0.319935,0.283406,0.283406,0.0
929,356259,2087769230,23,7,2018,4,2,41,802715475,35.3627,0.85724,-0.296596,27.7269,1.87497,0.868822,99.1102,-0.18619,-2.88808,106.473,-1.80909,0.260433,0.260433,0.0
930,356259,2438993482,23,7,2018,5,39,21,590597080,36.3273,0.147437,-0.69658,26.6843,0.587481,1.1792,44.3158,1.63393,1.78218,43.7676,-2.30148,0.215843,0.215843,0.0
931,356259,2204146227,23,7,2018,4,35,44,463375210,134.725,-2.13642,0.847422,29.9252,-1.71267,0.301845,125.781,-1.06737,-1.47674,102.555,2.64686,0.201659,0.201659,0.0
832,357283,413781967,1,8,2018,19,14,44,439064390,26.2547,-1.37092,0.334454,31.1068,0.512679,-0.190244,40.059,-1.13309,-2.6876,101.275,1.8429,0.202759,0.202759,1024.0
932,357293,518224651,2,8,2018,5,25,21,879140140,51.9861,2.28116,1.43703,44.572,2.03525,2.75857,328.856,0.948563,0.966143,65.194,-3.02809,0.202524,0.202524,10.0
933,357293,419922915,2,8,2018,5,4,3,358577540,30.248,1.42958,0.0132085,29.4933,2.3733,-0.704608,39.9736,1.7297,3.06112,39.9478,-1.88205,0.431323,0.431323,0.0
786,357355,1660776014,2,8,2018,18,17,51,57953300,55.2852,1.41943,2.65672,110.143,-0.470972,0.495529,60.6595,1.06301,-0.480064,40.3325,2.50489,0.000325519,0.000325519,62.0
1144,357409,2735162743,3,8,2018,9,56,4,22212170,25.8942,-0.227783,-0.920497,17.4523,-0.346313,-1.63079,39.5979,-0.0371129,1.90221,84.8952,-0.18734,0.234601,0.234601,54.0
1145,357409,4837339059,3,8,2018,19,30,40,620499145,18.7972,0.117512,-1.66912,98.4057,0.524855,-1.50148,31.9858,1.15425,1.00521,50.3758,-2.90722,0.194071,0.194071,0.0
1146,357409,3150147545,3,8,2018,11,31,54,933637295,15.5988,0.448493,2.3243,34.467,0.251165,0.70607,34.673,0.332979,-2.14498,57.3647,-2.45671,0.433435,0.433435,0.0
997,357451,647242898,4,8,2018,3,22,22,914489030,59.7921,-2.34183,-1.05475,45.977,1.695,-1.44291,44.0045,1.88219,-2.76052,77.8932,0.908061,4.03406e-09,4.03406e-09,42.0
998,357451,1627956908,4,8,2018,7,27,15,235707450,120.72,2.042,0.857788,42.728,2.19503,1.79721,20.4189,1.76946,2.75909,97.8088,-2.543,0.237772,0.237772,0.0
1020,357539,3397195594,5,8,2018,17,50,56,512908620,30.1276,-1.59907,-1.91856,30.0598,-1.94116,-0.530814,17.3769,-1.53725,-0.482496,63.3047,1.97195,0.574976,0.574976,88.0
1021,357539,3571364578,5,8,2018,18,45,10,155531835,15.149,-0.651417,1.65235,34.5459,-1.91484,2.30695,28.1872,-2.21573,2.12507,79.1301,-1.00584,0.845204,0.845204,0.0
1022,357539,3587906505,5,8,2018,18,50,46,882560645,19.6231,-2.05093,-0.464476,32.5963,-2.08477,-1.95497,67.5748,0.122801,2.25816,34.0049,-0.467445,0.18591,0.18591,0.0
1043,357539,1338231076,5,8,2018,9,15,40,542138430,66.2799,1.48414,1.13402,169.76,1.80143,0.642292,75.8049,1.96087,-2.66573,158.901,-2.10341,0.467141,0.467141,0.0
1044,357539,1379914546,5,8,2018,9,24,23,55361890,15.6897,0.250073,1.82902,45.9689,-0.717418,-2.88138,18.7598,0.737911,-0.09678,30.8016,-0.100878,0.102976,0.102976,0.0
964,357620,670442215,6,8,2018,2,12,13,727305430,109.488,1.15131,2.17213,126.828,0.42669,2.92088,100.764,-0.0439245,-0.981249,236.699,2.32671,0.243765,0.243765,81.0
965,357620,919494076,6,8,2018,3,12,19,896995000,36.0317,-0.825146,-2.14237,34.6206,0.519901,-2.17889,76.6701,0.332086,0.500419,97.0235,-0.680041,0.303885,0.303885,0.0
1147,357679,788663336,6,8,2018,11,42,33,565242490,71.1428,-0.861443,0.214184,17.2118,-0.459197,0.324176,43.9805,-0.748309,-1.77523,171.608,-0.67391,0.233981,0.233981,59.0
1148,357679,1115933366,6,8,2018,12,55,14,462135370,29.2791,0.495871,3.03621,80.5375,1.16601,2.7835,81.4977,-0.0914288,0.0055992,31.3232,-0.915652,0.595569,0.595569,0.0
1149,357679,2199633052,6,8,2018,17,22,56,597134970,82.9569,-1.51911,2.12079,45.3502,-1.30916,1.83548,42.3342,-0.0909456,-1.18342,88.8441,-0.996089,0.875655,0.875655,0.0
1150,357679,2764860828,6,8,2018,20,1,9,117759970,80.0785,0.0948435,1.61653,55.4552,1.93782,2.52351,79.8514,1.49918,-0.715164,63.0387,-1.7751,5.42042e-05,5.42042e-05,0.0
946,357713,2410774789,7,8,2018,14,19,2,796439130,25.1566,-2.00593,0.356363,63.4698,-1.46152,0.547758,30.3896,-1.83489,0.942587,64.0834,1.12949,0.102827,0.102827,34.0
1151,357772,957421787,8,8,2018,0,28,27,765220470,18.8212,-0.915155,2.45311,37.5174,-0.28126,-0.0970111,32.0504,-2.30919,-0.512937,38.8123,1.94865,0.0996893,0.0996893,59.0
1152,357772,783379165,7,8,2018,23,25,59,481621335,181.363,-1.03698,1.14466,23.2456,-1.87928,-0.809921,62.4906,-1.97455,-2.97804,110.747,-1.47966,0.0230621,0.0230621,0.0
750,357821,648362614,8,8,2018,5,32,53,886253855,54.0553,-2.0258,2.87225,16.5836,-0.872476,-1.44697,102.893,-1.13325,-0.984156,100.18,1.88259,0.101427,0.101427,49.0
751,357821,1001973580,8,8,2018,6,54,54,274386560,338.597,0.909026,0.53791,125.741,2.1995,1.80326,411.587,1.68323,-2.33209,36.0881,1.02509,1.02785e-14,1.02785e-14,0.0
752,357821,1735091096,8,8,2018,10,16,5,21607420,153.415,-0.886045,-0.961475,134.843,-1.29235,2.32542,43.3016,-2.07509,1.97724,56.1715,0.926263,0.000468243,0.000468243,0.0
753,357821,1984328751,8,8,2018,11,22,55,924906275,94.4985,-0.4139,-0.984596,91.2215,-1.16877,1.30142,57.2998,-1.21841,2.77092,35.8534,-2.1715,0.00961982,0.00961982,0.0
754,357821,2527172603,8,8,2018,14,20,29,606793735,20.6189,-0.11692,-0.705869,33.611,-0.736241,-2.03312,64.2502,-1.03482,0.586236,111.827,-2.46714,0.450937,0.450937,0.0
755,357821,2755720377,8,8,2018,15,47,55,909253770,240.157,1.87559,2.52425,36.4986,0.874799,0.514709,113.147,0.287522,-0.787249,132.584,-0.991064,2.55954e-05,2.55954e-05,0.0
1153,357887,1120380831,9,8,2018,8,7,21,748474860,59.0549,0.715088,1.89809,39.5443,1.65205,2.37704,83.1572,1.07868,-1.74746,132.618,-0.982108,0.153524,0.153524,66.0
1154,357887,1353984320,9,8,2018,9,4,58,450727960,92.9797,0.849562,2.84473,68.3959,-0.244156,-2.22677,156.428,0.547793,-0.128926,49.7348,-3.02287,0.00061325,0.00061325,0.0
1155,357887,2146915305,9,8,2018,12,36,12,156629940,72.6149,0.629251,1.94762,89.7116,-1.4876,2.39952,291.801,0.246825,-0.977796,131.814,2.14354,1.53749e-08,1.53749e-08,0.0
1156,357887,2312992964,9,8,2018,13,22,39,453246935,57.7815,2.11439,2.81102,18.3955,2.05962,-2.93069,41.0535,0.786322,0.824072,56.6614,3.11663,0.0499042,0.0499042,0.0
1157,357887,2385517065,9,8,2018,13,44,39,570311210,73.0911,-0.186438,-2.13587,94.5701,-0.414423,-2.16083,152.518,1.14584,0.795654,32.7804,2.09088,0.399408,0.399408,0.0
1158,357887,2763604178,9,8,2018,15,46,44,110629095,154.147,0.405238,-2.91074,16.5728,-0.181967,-2.85727,59.9006,0.197526,0.789472,108.191,-0.063002,0.588957,0.588957,0.0
999,357962,365781717,9,8,2018,20,55,46,236261780,17.0792,1.82475,2.06688,31.3076,1.64832,-0.979769,42.1083,-0.863827,-1.83197,33.7319,2.30931,0.046933,0.046933,75.0
1000,357962,434413228,9,8,2018,21,11,41,373278595,64.0244,-0.373554,-2.8326,83.4785,-0.246301,1.28781,68.9011,2.01392,-0.585846,32.3711,-3.01348,6.32683e-05,6.32683e-05,0.0
1001,357962,1765860493,10,8,2018,2,52,54,476853575,24.336,-1.59463,-2.54903,22.8411,-0.179309,0.139913,48.5626,2.00995,0.320114,46.4277,2.94717,0.0425694,0.0425694,0.0
1002,357962,2443272348,10,8,2018,6,31,16,555826865,17.3233,0.204842,1.96028,72.5499,0.204374,1.60813,21.6935,-0.772956,-3.03656,90.826,-1.47621,0.293254,0.293254,0.0
884,358031,1652184885,10,8,2018,22,53,58,214126460,105.681,-1.90173,0.497632,121.868,-1.36102,-2.17312,46.6492,-0.641081,3.04088,30.5843,-0.106762,0.000326517,0.000326517,69.0
885,358031,1709957043,10,8,2018,23,9,30,745790100,71.4156,-0.884721,2.3969,50.6239,-0.677413,2.20258,118.033,0.0839953,-0.642394,56.7775,-2.70276,0.526559,0.526559,0.0
886,358031,1774092766,10,8,2018,23,27,12,500949005,132.085,-1.81916,0.663664,27.0204,-1.18439,-3.11098,52.1307,0.382864,-2.70191,66.9986,-1.98689,0.00125603,0.00125603,0.0
1159,358096,2169791915,11,8,2018,19,18,1,898385815,176.826,1.38835,2.98309,26.9996,-0.605536,-2.42075,174.206,-0.679649,0.304044,64.0064,-1.77925,5.77483e-07,5.77483e-07,65.0
1160,358096,2203917619,11,8,2018,19,31,43,685268210,81.0782,-1.14306,-3.03511,185.684,-0.287956,0.566694,126.067,1.72013,-0.656376,57.9071,-1.82844,5.18577e-11,5.18577e-11,0.0
1161,358096,839587442,11,8,2018,12,5,50,264091005,62.8443,1.04775,-0.688159,53.85,0.0326032,-2.72952,44.7219,2.08034,2.54343,148.983,2.34396,0.0112545,0.0112545,0.0
1162,358096,856264330,11,8,2018,12,10,25,779813530,34.9609,-1.64754,-1.65921,82.3281,-1.13636,-1.51363,23.0344,0.178277,-2.17784,68.4194,1.67411,0.725071,0.725071,0.0
853,358115,308127296,12,8,2018,0,41,9,486679170,20.0446,-0.235227,-0.873387,59.4028,-1.42221,-2.16764,47.502,0.703819,0.717091,37.1558,1.74634,0.111967,0.111967,19.0
854,358115,349189735,12,8,2018,0,50,15,159259935,16.8397,1.3432,1.7189,45.634,2.01888,1.27977,30.0961,-2.37103,0.130146,49.3897,-3.07985,0.0397997,0.0397997,0.0
855,358115,479657070,12,8,2018,1,17,55,288746675,34.1206,1.6558,0.120792,22.1412,1.12093,-0.588737,46.7588,0.415892,-0.400566,41.0968,-1.0675,0.177711,0.177711,0.0
856,358115,627234646,12,8,2018,1,51,28,890970005,61.4834,0.725863,1.69429,46.4796,0.579496,1.41079,86.856,1.05119,-2.22241,97.2668,-0.938556,0.81659,0.81659,0.0
857,358115,1002213941,12,8,2018,3,17,19,763864205,28.487,-1.2538,-0.544742,49.2231,-1.1544,-0.217553,41.6139,0.171649,-0.75547,102.996,0.146003,0.230991,0.230991,0.0
887,358175,433305520,12,8,2018,17,8,25,92035795,35.2208,-0.368529,-0.10594,124.766,-0.865387,-0.956679,233.004,-0.36311,-3.11239,63.7699,2.10112,0.329648,0.329648,60.0
888,358175,1089266264,12,8,2018,19,32,53,704369635,38.2163,0.308339,-2.00858,19.5412,0.330866,-2.61845,15.8916,-0.750163,3.01011,104.908,0.972479,0.292201,0.292201,0.0
858,358215,839080217,13,8,2018,7,32,56,542414195,124.018,-1.43051,-2.75965,29.2205,-2.15434,0.451199,73.3845,-0.268933,0.534726,37.202,-0.358855,0.000331095,0.000331095,40.0
859,358215,849419939,13,8,2018,7,35,14,287806475,17.2521,-2.10778,-0.0245008,69.0085,-1.56807,-2.12925,52.8676,-1.65608,-2.5731,35.8049,0.200059,0.22786,0.22786,0.0
860,358215,855654866,13,8,2018,7,36,37,677263610,168.367,1.61966,0.522439,50.1228,1.80597,0.414379,222.637,0.195877,-2.01059,48.1148,1.80034,0.256664,0.256664,0.0
756,358233,1121082336,13,8,2018,15,46,20,162434435,50.046,2.17455,1.9421,57.699,0.021084,2.08195,198.223,1.98746,-1.34326,94.4364,1.53735,3.0895e-05,3.0895e-05,18.0
757,358233,1237537491,13,8,2018,16,13,16,352667755,57.5066,-0.498756,-0.211029,49.0097,-0.0882928,0.473322,65.631,0.518317,-0.825656,49.8627,-1.16371,0.291304,0.291304,0.0
758,358233,1902014540,13,8,2018,18,48,58,891318230,116.88,-0.40592,-0.854281,171.42,-0.627343,-0.597919,32.4889,-0.0885422,-0.366531,264.765,-0.670575,0.265582,0.265582,0.0
889,358300,1237503347,14,8,2018,8,50,44,851177495,15.0239,-1.5703,-0.626127,30.2056,-0.962599,0.444636,57.2957,-0.488613,-1.66039,105.911,-0.700253,0.187282,0.187282,67.0
890,358300,1331192402,14,8,2018,9,12,5,223030705,19.6165,-0.606808,-1.61809,33.1787,-1.75906,-1.39443,56.4207,-1.31656,-0.0913196,36.2925,-1.70372,0.103393,0.103393,0.0
891,358300,1493925807,14,8,2018,9,50,24,560806950,23.5088,0.599413,0.742978,25.6017,1.32967,2.10752,111.652,-1.28132,-1.05146,100.17,0.851095,0.218481,0.218481,0.0
892,358300,1691014835,14,8,2018,10,40,34,453837590,195.902,0.736368,-0.235484,41.0903,0.730457,-2.51916,70.6545,-1.17533,-2.90827,119.998,2.50359,1.3308e-05,1.3308e-05,0.0
1163,358333,269052834,14,8,2018,17,15,5,231989515,17.1175,1.2332,-2.85294,83.2454,-2.073,2.9243,90.193,-1.95524,2.01694,58.9426,2.37921,0.00244367,0.00244367,33.0
1164,358333,1631571039,14,8,2018,22,25,20,209804565,22.0363,0.801272,-1.52292,39.3942,0.461348,-0.816879,16.9864,1.54491,-1.02347,99.6957,1.77248,0.60285,0.60285,0.0
833,358395,291480765,15,8,2018,4,31,36,818750215,27.9715,0.456673,-2.89749,27.855,0.484248,0.798133,25.9272,0.803829,0.0636704,53.0601,-2.96821,0.224309,0.224309,62.0
834,358395,388092057,15,8,2018,4,51,57,891689100,79.147,0.735648,2.22125,20.3881,0.982657,1.74241,56.6243,0.0921319,-1.44169,41.4095,0.0090033,0.487962,0.487962,0.0
835,358395,1819768426,15,8,2018,10,28,36,402034010,52.736,-1.27711,-0.512843,210.042,-1.62034,-0.618236,46.1113,0.551717,2.18005,213.2,2.66029,0.244883,0.244883,0.0
836,358395,2366229321,15,8,2018,12,59,45,58774920,135.243,-1.25817,-3.03983,69.2283,-1.50667,-3.11424,241.176,-1.56895,-0.133562,39.4974,-2.83771,0.519161,0.519161,0.0
837,358395,1017076180,15,8,2018,7,10,10,43428255,74.3053,-0.947674,0.66737,48.9007,-0.0664013,-1.99673,39.0673,0.455266,-2.40055,52.3075,2.75782,0.0149242,0.0149242,0.0
838,358395,1126282311,15,8,2018,7,34,16,19039215,31.8566,-0.39472,2.76887,21.2287,-0.141658,-2.8205,71.0439,-0.92516,0.612647,36.2289,-1.75955,0.235109,0.235109,0.0
1165,358516,1182814618,17,8,2018,7,33,41,855364580,44.3006,-1.78533,2.58082,33.4375,-1.16133,2.26236,67.6536,-0.724075,-1.14537,32.4079,0.480456,0.481649,0.481649,121.0
1166,358516,1956471895,17,8,2018,10,24,57,914147630,50.3903,-0.179706,0.888128,41.3065,-2.01898,-1.05045,37.1601,-0.500388,-2.66302,57.223,-0.120892,0.0150277,0.0150277,0.0
1167,358516,3273483948,17,8,2018,16,15,58,796243110,63.43,0.355004,-2.49124,164.545,-0.737879,-2.52773,17.6648,-0.942919,-2.81766,88.7819,-2.74411,0.0737595,0.0737595,0.0
1168,358516,3514649554,17,8,2018,17,34,15,346154035,23.8284,-1.31526,2.25198,51.2901,-1.64371,2.5359,26.84,-1.71149,-2.97026,55.0391,0.844533,0.101228,0.101228,0.0
1169,358516,3661620206,17,8,2018,18,27,12,56412205,44.8734,-1.10621,2.44326,46.1233,-0.712616,2.21702,15.2991,-0.940323,-2.19939,95.1659,-2.98053,0.162962,0.162962,0.0
1170,358516,3813712319,17,8,2018,19,23,53,9262650,69.4389,1.42161,-1.16751,86.6076,1.12926,1.01382,115.799,-1.81959,0.283091,80.014,-2.41798,8.49771e-05,8.49771e-05,0.0
1003,358541,421032919,18,8,2018,0,14,52,433517695,58.5839,-0.174161,-2.9913,223.017,-0.529767,-2.11706,247.92,-0.0237575,2.11526,38.2538,-2.1906,0.0251247,0.0251247,25.0
1004,358541,1631878183,18,8,2018,4,56,20,655468535,17.417,-0.710018,-0.466818,73.6615,-0.512258,-0.100875,89.7477,-0.358575,2.5607,36.9904,-2.00921,0.490494,0.490494,0.0
1005,358541,2203884583,18,8,2018,7,27,53,954455920,17.5331,0.0569346,-0.5729,19.9858,-0.0310325,-1.49345,38.444,0.577518,-3.05886,66.024,1.55801,0.239012,0.239012,0.0
1006,358541,1395498023,18,8,2018,3,57,4,340026670,61.8174,1.71129,2.33366,35.7245,1.61454,1.90477,101.059,1.06609,-0.789329,53.3866,-0.540765,0.483292,0.483292,0.0
1007,358541,1712603492,18,8,2018,5,16,21,393940390,16.0135,-1.34527,-0.0628275,29.2942,-1.27389,0.494776,31.5568,-2.15012,-2.61354,31.8152,2.98757,0.195116,0.195116,0.0
1008,358541,2935456362,18,8,2018,11,12,27,946771010,74.2776,0.0849348,0.418879,43.9574,1.32907,-1.61193,82.2464,1.53913,-2.9457,35.0749,1.21441,0.00171108,0.00171108,0.0
1009,358541,3077724470,18,8,2018,12,4,58,620047055,48.7488,-1.24022,-2.30319,37.2823,-1.02587,-1.6231,112.043,-1.06203,1.16455,41.6898,-1.75124,0.562989,0.562989,0.0
1171,358577,437387695,18,8,2018,17,8,15,927075280,41.3938,0.852214,2.67496,37.0605,0.92047,3.03407,44.0662,-1.31203,1.9318,39.7436,-0.662231,0.0259742,0.0259742,36.0
1172,358577,966631473,18,8,2018,19,7,23,53033900,48.0732,1.13057,1.77982,63.7641,1.23278,1.51064,68.5952,-1.16273,-1.84216,58.7606,-0.598398,0.11311,0.11311,0.0
1173,358577,1465187692,18,8,2018,21,9,38,64104090,48.2177,0.879428,-2.841,74.3779,-0.456552,-1.1068,39.3162,-1.06304,-0.100471,31.1806,1.56721,0.00470849,0.00470849,0.0
1174,358577,1628344694,18,8,2018,21,53,29,828761610,23.7077,1.51053,0.881103,31.1561,1.45332,0.329569,46.9885,1.469,-1.51489,78.6735,2.68714,0.600039,0.600039,0.0
1175,358577,2045697036,18,8,2018,23,52,45,533943610,51.1319,-1.67242,-0.787436,74.2002,-2.49723,1.42482,18.0535,1.99508,-0.0769663,69.4516,-1.06511,0.00017171,0.00017171,0.0
1176,358577,2106063938,19,8,2018,0,10,27,450054725,15.1764,1.11054,1.73714,40.4098,0.151996,0.752284,45.6753,1.23299,-1.16742,50.3182,-2.82748,0.287634,0.287634,0.0
1177,358615,1720304513,19,8,2018,11,8,5,326579725,207.821,0.727186,-0.966138,73.5504,0.489079,-1.06981,16.8124,1.62407,-2.21987,35.684,0.611945,0.0534913,0.0534913,38.0
1178,358615,2006063507,19,8,2018,12,12,4,12931710,62.3176,-0.844312,1.9427,32.1989,-1.76503,-0.573946,96.3372,-1.95763,-1.71181,55.1151,1.37431,0.0108662,0.0108662,0.0
1179,358615,2433967301,19,8,2018,13,48,4,440358345,37.2964,-2.1676,-1.63631,83.5476,0.19907,2.60029,35.0997,1.15398,-0.0764359,65.2954,-1.42215,9.07743e-05,9.07743e-05,0.0
1180,358615,2896612927,19,8,2018,15,44,12,994876640,19.5843,0.597515,-2.24944,16.1933,-1.03387,-1.1866,37.8796,1.71846,0.62311,52.4193,-3.13237,0.127392,0.127392,0.0
1181,358615,3568216830,19,8,2018,18,47,55,816297595,42.2342,-0.647057,0.0144821,56.7414,-0.106225,1.25224,65.3013,-1.60589,-2.64864,37.8489,-1.4376,0.152233,0.152233,0.0
1182,358615,3858398429,19,8,2018,20,17,56,363301030,21.1771,1.15762,-2.51281,26.9667,0.947542,-1.8212,46.3095,-2.27687,1.32016,72.2921,-0.442142,0.0375214,0.0375214,0.0
934,358656,1654288263,20,8,2018,6,21,22,731877350,204.638,0.959195,-2.06183,167.129,1.1694,0.255386,34.8974,-1.11845,-0.260605,55.3478,0.915515,3.44029e-08,3.44029e-08,41.0
935,358656,3429583035,20,8,2018,14,41,5,31144460,23.5391,-0.592047,2.45429,66.9599,-0.306368,1.87847,15.9385,-1.92679,1.02142,37.6885,2.41942,0.140677,0.140677,0.0
936,358656,3507987170,20,8,2018,15,11,13,641634385,37.5443,-1.41905,0.955224,32.4462,-1.47393,0.568658,42.1967,-0.519925,0.278772,82.2504,-1.29863,0.215875,0.215875,0.0
893,358985,1159314325,23,8,2018,16,35,38,171201205,16.0015,1.96258,2.27472,36.3025,2.19311,1.68977,112.146,-1.86742,0.377733,220.184,0.467782,0.0362257,0.0362257,329.0
1016,359010,1742126393,24,8,2018,0,23,29,914294905,516.535,0.189456,2.65689,488.271,0.200913,-0.698563,86.9187,-2.44351,1.0058,60.5548,1.73808,1.51358e-27,1.51358e-27,25.0
1017,359010,3278891771,24,8,2018,6,20,15,505591635,57.2652,-1.64407,-0.632802,136.887,-1.28263,-0.158922,185.796,-0.567377,3.02626,33.9201,1.52594,0.585527,0.585527,0.0
915,359058,955460170,24,8,2018,17,58,1,352002350,33.4333,-2.0968,2.84398,27.9833,-0.614958,-2.92161,105.331,-0.0265641,-1.1633,53.1896,2.29116,0.275268,0.275268,48.0
916,359058,1058783423,24,8,2018,18,20,49,706668290,92.8876,-2.42943,-2.54757,35.3812,-0.99877,2.19832,110.282,-0.266539,-0.105743,36.9325,1.68607,0.000310872,0.000310872,0.0
917,359058,2520176006,25,8,2018,0,36,0,397772935,68.5915,1.5231,2.63234,81.6628,1.42411,2.85788,33.8433,2.01365,2.10013,130.174,-2.81201,0.214516,0.214516,0.0
918,359058,2644943713,25,8,2018,1,13,22,570763015,81.8593,-0.162017,-1.2164,26.7395,1.08709,0.25145,132.893,-0.464364,1.92205,54.3004,-1.72976,0.005995,0.005995,0.0
982,359124,860655553,25,8,2018,15,3,56,79889410,39.8756,0.840081,1.475,152.043,1.09889,0.824325,58.3991,2.40394,-1.09658,149.515,-2.21993,0.289075,0.289075,66.0
983,359124,2532621436,25,8,2018,21,45,12,88988725,102.972,2.01028,-0.293923,67.2911,1.60155,1.19243,112.882,-1.01157,-2.50912,59.8403,2.47811,0.00156366,0.00156366,0.0
984,359124,3453456875,26,8,2018,2,5,15,104696275,57.4821,-0.682566,2.5562,41.2965,-0.315387,2.45571,42.6709,-2.02486,1.59654,37.1479,0.453326,0.238664,0.238664,0.0
894,359170,379261059,26,8,2018,5,58,44,182500540,18.8646,2.06196,0.12961,105.107,0.856742,0.349818,60.4814,1.63629,2.56884,47.3066,-0.916523,0.206403,0.206403,46.0
1183,359171,904889176,26,8,2018,11,50,17,373722285,57.1874,-1.59695,1.50341,212.926,0.0484505,0.814567,236.048,0.875122,-2.27177,30.3889,-1.49749,1.66764e-07,1.66764e-07,1.0
1184,359171,908586838,26,8,2018,11,51,3,101464235,21.2516,2.08734,-0.931133,51.9089,2.0218,-3.05018,27.1006,-2.49864,0.330529,43.9824,0.310664,0.00639701,0.00639701,0.0
1185,359171,1774774023,26,8,2018,15,5,21,431300445,42.3699,0.950798,1.74562,55.7328,0.172632,1.63202,28.263,0.0935457,2.7825,35.45,-2.92184,0.231735,0.231735,0.0
1186,359171,3192078063,26,8,2018,21,12,24,429298285,32.5537,0.0149545,2.74093,28.1011,1.03418,-1.14332,44.6881,-1.43802,-1.32351,34.2323,1.86324,0.0598864,0.0598864,0.0
1187,359171,3222390672,26,8,2018,21,20,51,840390025,19.6502,-2.0033,0.0511709,88.6987,-1.72628,1.65443,15.6351,-2.47205,2.90485,62.5828,-0.497546,0.248527,0.248527,0.0
937,359191,1598600425,27,8,2018,7,27,48,7293265,60.676,-0.572886,1.81418,54.1316,1.09643,0.195497,61.8945,-1.35328,-1.80303,57.3341,1.48746,3.694e-05,3.694e-05,20.0
938,359191,1884819349,27,8,2018,8,42,36,556969690,37.7547,-0.353602,1.7752,58.682,-0.217371,1.07015,46.7803,-2.01546,-1.7832,42.0572,-1.93195,0.457233,0.457233,0.0
912,359286,1286028518,28,8,2018,5,10,57,550122590,17.9937,1.44379,-1.99733,34.9688,0.709433,-1.87258,40.1617,0.726538,2.24887,43.7574,0.510039,0.510303,0.510303,95.0
1188,359310,1945529614,28,8,2018,17,45,10,958962215,24.5836,-1.64721,3.03972,39.6635,0.556909,-2.72201,40.8206,-1.97664,0.678492,53.1344,0.920188,0.0313201,0.0313201,24.0
1189,359310,2786912722,28,8,2018,21,5,47,514241175,51.2308,-1.2372,-2.79519,28.1624,0.250185,1.19954,72.3366,-1.98188,0.839235,71.0784,-1.6602,0.00356825,0.00356825,0.0
1190,359310,3559264951,29,8,2018,0,25,57,535804350,249.782,-0.257058,-1.35729,36.0373,-0.544786,0.261267,78.2508,1.82129,2.43746,42.029,-2.17829,1.85847e-05,1.85847e-05,0.0
1191,359310,3913563737,29,8,2018,2,9,19,632604435,62.5844,-0.236884,0.681402,50.2378,-2.04752,0.029047,36.9685,2.48701,-1.23172,103.018,-3.04016,0.000243763,0.000243763,0.0
1192,359310,4477809709,29,8,2018,5,3,10,309220195,51.1973,-1.10523,1.44205,32.5558,-1.18268,-0.905377,70.3058,-1.73755,-2.17172,42.5036,1.29703,0.0655893,0.0655893,0.0
947,359355,864082507,29,8,2018,9,57,23,57538825,76.5617,-1.19193,2.07268,45.6735,-0.993293,1.88979,67.8836,-0.55488,-2.08457,36.9802,-0.301229,0.256782,0.256782,45.0
811,359398,846385704,29,8,2018,17,48,6,369082975,88.242,0.358513,0.304324,67.0976,0.552432,-1.5261,87.9059,-1.57856,2.69909,59.2905,0.730145,0.000142593,0.000142593,43.0
812,359441,685746926,30,8,2018,1,6,29,425384770,27.0308,-1.28468,1.92323,175.168,-0.675399,1.22968,87.1467,0.927146,-1.84282,63.138,-2.69066,0.611544,0.611544,43.0
813,359441,691914158,30,8,2018,1,7,50,149935795,57.0187,-0.786883,-2.93663,111.489,1.08489,-0.779757,62.5013,1.63185,-0.314898,151.904,2.61502,0.0332658,0.0332658,0.0
814,359441,457051916,30,8,2018,0,17,39,334587320,94.206,0.156948,2.8531,29.5248,1.20212,2.53982,20.2016,1.25669,-2.35398,86.125,-0.0301611,0.13115,0.13115,0.0
759,359472,1097052898,30,8,2018,12,31,22,665373130,55.5345,-0.901942,-2.61004,92.2218,-1.08554,2.86826,305.326,-1.18091,-0.458297,113.587,2.40099,0.274239,0.274239,31.0
760,359472,1202635099,30,8,2018,12,54,4,862141260,59.9262,-0.775001,2.63534,24.774,0.67388,1.66681,19.1752,-1.45437,0.797056,108.371,-1.38503,0.370327,0.370327,0.0
761,359472,1228926303,30,8,2018,12,59,41,403706585,20.1842,-0.991326,0.0511477,87.2211,-2.28441,0.0818134,45.9129,0.665618,-2.51125,89.5546,-1.05392,0.0451121,0.0451121,0.0
762,359472,1253644051,30,8,2018,13,5,1,885404960,101.868,-1.93895,2.79003,38.7431,-2.29209,2.76185,142.677,-1.51939,-0.438987,39.7212,0.137127,0.501365,0.501365,0.0
