evento,numero di run,numero di evento,giorno,mese,anno,ora,minuti,secondi,miliardesimi di secondo,pT 0,eta 0,phi 0,pT 1,eta 1,phi 1,pT 2,eta 2,phi 2,pT nu,phi nu,NN,prob,differenza numero di run
73,309759,1558075436,2,10,2016,19,25,12,82082435,64.1185,-1.19144,-2.19065,230.628,-0.987612,-2.23123,226.628,-0.307939,-2.64774,528.172,0.801373,6.46385e-05,6.46385e-05,0.0
74,309759,2640207264,2,10,2016,23,48,8,828156285,25.4541,1.29889,-1.83708,26.3518,2.28376,0.830556,76.1774,-0.94785,-0.0422071,82.9951,3.06235,0.0285065,0.0285065,0.0
75,309759,2487622879,2,10,2016,23,8,19,114518135,223.971,0.597832,1.17525,34.6493,0.67172,0.539218,41.8779,-0.342357,-0.365206,78.8105,-1.0383,0.127456,0.127456,0.0
213,310249,902719608,9,10,2016,15,19,52,943455285,30.6211,-0.444306,-1.1886,117.013,-0.570381,-2.07793,34.7079,-2.11625,2.2336,116.466,3.10235,0.224407,0.224407,490.0
214,310249,1971977795,9,10,2016,19,35,21,498813735,70.2217,-1.36909,0.0424821,99.1535,-0.527811,-1.71722,81.8168,2.07971,2.52397,64.5071,-0.0626214,1.22396e-05,1.22396e-05,0.0
215,310249,2957596053,9,10,2016,23,33,42,135849545,274.773,1.2931,-2.4477,39.8198,0.0824645,-0.416781,276.613,1.31496,0.899663,38.0019,-2.02024,9.78199e-09,9.78199e-09,0.0
216,310249,3863357902,10,10,2016,3,49,43,896659405,68.3381,0.964493,2.63616,44.4964,1.69997,-2.71734,23.747,1.93584,-2.45763,33.9507,-0.228744,0.149098,0.149098,0.0
217,310249,1116193207,9,10,2016,16,7,7,677273780,22.2578,-1.33354,2.94334,50.7764,-1.2716,0.479993,42.1434,-0.625867,-0.841598,50.5914,3.09044,0.479061,0.479061,0.0
218,310249,3477762597,10,10,2016,1,53,36,643402115,41.3381,1.17945,-1.7893,52.0206,1.55418,-2.23168,60.3011,0.661925,1.743,113.948,1.00252,0.459883,0.459883,0.0
32,310341,760252140,10,10,2016,17,34,39,623738035,56.2702,0.616762,0.225114,56.2555,0.329832,-0.392446,88.4928,1.81868,-2.8448,33.7029,3.00687,0.567369,0.567369,92.0
33,310341,3937685141,11,10,2016,7,27,37,912621655,17.9209,-2.05117,1.01758,26.5931,-1.41707,-0.904969,38.4766,-0.358473,2.45142,64.1254,2.93037,0.198517,0.198517,0.0
346,310405,2914070158,12,10,2016,4,17,51,262861245,65.1202,2.26772,-2.2296,29.0426,-0.112163,-2.35217,78.4207,1.83927,1.21018,36.0751,0.117843,9.45452e-05,9.45452e-05,64.0
347,310405,3085715739,12,10,2016,4,57,13,717972865,16.4989,0.320943,2.19581,70.7631,0.760957,-2.48142,40.8013,-1.58232,0.239066,32.2292,1.22677,0.164222,0.164222,0.0
324,310468,1041568345,13,10,2016,0,33,55,456514585,47.0753,2.47739,1.46589,53.2707,0.709749,2.73293,67.9223,1.89698,-1.3307,43.4188,0.418188,0.00125345,0.00125345,63.0
325,310468,1903752492,13,10,2016,3,58,3,83422835,20.568,-0.0555212,2.12294,51.1086,0.620509,2.0595,30.2335,0.301515,-1.44242,35.7337,-1.61314,0.282987,0.282987,0.0
326,310468,1917372088,13,10,2016,4,0,54,488191295,19.0174,-2.376,-2.10025,32.6104,-2.33703,-1.19724,19.2904,-0.73864,0.520978,32.2761,2.28127,0.273675,0.273675,0.0
327,310468,1037465292,13,10,2016,0,33,2,949812700,27.3044,-0.732468,-0.321504,27.2477,-0.826782,-1.17114,115.801,1.18372,1.30385,77.254,1.25613,0.125342,0.125342,0.0
109,310473,1309701334,13,10,2016,10,30,31,262488725,35.2236,0.429129,-1.86035,41.9271,1.00579,-2.72868,29.3221,0.160625,0.73534,39.4739,0.564752,0.251934,0.251934,5.0
110,310473,1318364047,13,10,2016,10,32,36,404146350,82.6283,1.91951,-0.571793,33.9091,1.92001,0.626959,144.272,1.86737,2.81877,51.151,-0.497285,0.272959,0.272959,0.0
92,310634,3699246741,15,10,2016,12,7,4,70669395,45.1674,-0.591724,-1.92679,21.443,-1.12094,2.05367,17.0518,-1.76864,1.77937,32.2539,1.21452,0.303995,0.303995,161.0
93,310634,2985254890,15,10,2016,8,32,15,158603285,167.988,-0.93581,1.17954,86.977,-1.16115,1.00171,50.3655,-0.613194,0.966249,33.2804,2.47517,0.0983725,0.0983725,0.0
94,310634,3014589265,15,10,2016,8,40,26,643225990,40.9006,-0.484899,1.96821,118.107,-0.456458,2.34991,167.658,-1.67691,-1.30248,64.4904,0.657381,0.712058,0.712058,0.0
249,310634,1041461053,14,10,2016,23,52,4,147637055,33.3897,2.39828,2.92991,32.8944,1.66836,-2.41581,27.9633,2.05263,1.67339,59.2649,-0.175305,0.68243,0.68243,0.0
250,310634,1485921556,15,10,2016,1,41,51,960807550,39.7017,-1.03738,-0.944888,29.6259,-1.37897,-2.13921,34.1646,-2.00662,-2.96214,49.2589,-0.340038,0.166114,0.166114,0.0
251,310634,2184643508,15,10,2016,4,43,25,69002600,72.6618,0.883138,-2.05215,60.3919,-0.414525,0.0805956,74.2482,0.2045,1.572,35.3461,-2.45879,0.000566376,0.000566376,0.0
252,310634,3066124093,15,10,2016,8,55,4,748001450,39.1446,0.197595,2.67346,93.1489,-0.633666,3.04582,105.079,-0.955494,-0.585409,94.2948,0.452839,0.500802,0.500802,0.0
95,310691,1227816659,16,10,2016,2,19,26,572618095,50.9659,-0.063304,2.35591,59.8629,-0.608838,2.22,17.9705,0.25893,0.0141248,98.8666,2.30276,0.196903,0.196903,57.0
96,310691,1464494252,16,10,2016,3,15,18,615496600,46.0764,1.63742,2.30871,23.5956,0.918734,1.63832,16.4371,1.92036,-1.11178,36.9757,-1.29157,0.633648,0.633648,0.0
97,310691,747429882,16,10,2016,0,32,46,67757840,40.2276,1.27623,-0.953571,131.486,1.18238,1.85098,25.2219,-2.16793,-0.121463,82.4517,-1.60632,5.44201e-05,5.44201e-05,0.0
98,310691,745179661,16,10,2016,0,32,16,750945510,32.6175,-2.20342,3.0589,69.4934,-0.366652,-2.36995,34.5539,-1.65786,1.07587,52.8481,-0.306441,0.135851,0.135851,0.0
99,310691,1522788999,16,10,2016,3,29,28,266330225,108.828,2.20233,-0.51466,45.5345,2.03556,-0.438494,48.5336,0.719031,-2.03134,64.7518,2.8713,0.119865,0.119865,0.0
100,310691,3068166660,16,10,2016,10,5,22,781981755,19.7108,-1.0153,-2.40372,61.8478,-0.440279,-2.69165,66.9541,-1.2009,1.29271,61.4869,-0.397568,0.702358,0.702358,0.0
175,310738,672767894,16,10,2016,22,46,59,57903170,160.943,1.94942,-2.89036,46.1519,2.39798,-2.59081,94.1491,1.58681,-1.45093,65.0977,-2.52754,0.221863,0.221863,47.0
176,310738,2340369085,17,10,2016,5,21,46,229971725,78.5865,0.82141,3.13702,44.8941,0.895785,0.0881786,46.6856,-1.32142,-0.710053,31.821,1.47478,0.000323973,0.000323973,0.0
177,310738,2013900024,17,10,2016,4,2,46,882133250,39.4264,1.163,0.816481,128.308,-0.382078,0.829228,84.1584,-2.03151,-2.12382,60.7409,-2.73521,0.000449851,0.000449851,0.0
278,310809,1434493147,18,10,2016,5,7,46,212576550,24.2153,0.354152,-0.0952688,21.2593,1.33803,-0.00766311,29.6904,1.2103,-1.76661,45.0737,2.47828,0.528584,0.528584,71.0
279,310809,133911016,18,10,2016,0,11,21,388736800,17.1538,-0.190059,0.699435,26.831,-0.537522,0.13615,37.6209,1.22118,2.27695,52.4138,-1.99563,0.156861,0.156861,0.0
280,310809,419869220,18,10,2016,1,11,28,546907780,58.7729,2.46668,-0.0435103,16.7139,2.36403,0.552183,15.9161,-0.379602,-3.13703,62.2525,-3.02809,0.201094,0.201094,0.0
281,310809,2233420308,18,10,2016,8,23,58,860470080,20.7377,1.81147,0.41786,28.8655,2.09819,-0.272239,115.106,1.08883,0.154008,119.4,-0.666372,0.260668,0.260668,0.0
282,310809,1375596789,18,10,2016,4,51,48,562952295,17.3594,-0.223814,1.83752,37.2853,-1.76572,-0.515815,40.6938,0.461067,-1.53062,51.0641,2.26458,0.110653,0.110653,0.0
262,310863,430972452,18,10,2016,21,35,4,565071125,75.4296,-0.340568,1.13704,169.519,1.35188,-2.71617,59.9979,1.39213,-1.97334,47.6426,-2.96531,0.000513477,0.000513477,54.0
263,310863,445281088,18,10,2016,21,37,57,45090670,46.8692,1.04166,-0.152713,68.0469,1.10286,0.157902,35.7783,0.244818,-1.97128,49.6794,1.71182,0.180478,0.180478,0.0
321,310872,1523512543,19,10,2016,10,0,47,360243415,83.8552,2.35989,2.7686,28.0277,2.40167,1.44996,17.971,2.01451,0.828687,55.066,2.00284,0.236895,0.236895,9.0
322,310872,1719126548,19,10,2016,10,51,55,910017945,30.1666,-2.14814,2.40847,17.0622,-0.608565,-1.52121,22.5135,-0.941948,-0.649579,31.2055,-2.4904,0.259086,0.259086,0.0
323,310872,1684974566,19,10,2016,10,43,22,667985160,149.679,-0.520121,-0.348959,120.232,0.310531,-0.888207,87.419,0.0473169,2.22655,161.251,2.8187,0.000725465,0.000725465,0.0
363,310969,2206346417,20,10,2016,5,18,31,618966845,40.4829,-1.98163,-0.805515,40.5854,0.804145,-1.22412,128.646,-0.641033,1.84845,58.9662,-1.62594,0.00013706,0.00013706,97.0
364,310969,1795617854,20,10,2016,3,28,41,120506415,61.8295,-0.778149,-3.104,21.5919,1.16493,-1.38455,138.695,-0.561022,0.228306,38.9562,-0.274816,0.00565277,0.00565277,0.0
365,310969,1690228026,20,10,2016,3,1,25,954512505,113.147,-0.519249,0.19641,25.0689,0.351327,2.44477,97.1386,0.331264,-3.00706,30.4165,-1.38331,0.00946749,0.00946749,0.0
366,310969,1819360401,20,10,2016,3,35,6,720465710,53.4688,1.16035,0.741023,53.5965,-0.10074,1.78933,17.4497,1.14645,-1.63079,34.5289,-2.81094,0.0820867,0.0820867,0.0
367,310969,2454392999,20,10,2016,6,26,14,773353915,49.7519,2.40236,0.945679,35.7282,2.02303,-0.6703,38.1443,0.129601,-1.52775,61.2311,2.72059,0.12284,0.12284,0.0
253,311071,1038739096,21,10,2016,4,49,37,469235655,35.2777,-1.53075,-0.845414,91.5583,-1.25965,-0.608361,17.2293,-1.32235,2.26123,39.4253,3.0103,0.485121,0.485121,102.0
254,311071,1009296950,21,10,2016,4,42,3,968547125,86.0038,2.14152,-0.217498,45.4929,0.794542,2.16651,106.612,1.56428,-2.96873,44.8165,-0.0980304,0.000185067,0.000185067,0.0
333,311170,863017682,22,10,2016,0,23,6,696274785,21.2459,0.931615,1.22434,71.727,0.454235,1.2276,28.6547,2.1289,0.903765,77.3917,-1.93406,0.369104,0.369104,99.0
334,311170,997956057,22,10,2016,0,55,10,794630600,70.189,-0.958323,1.71797,47.0825,-1.81193,0.134851,49.9214,1.65006,-1.35037,59.9569,-2.72566,0.00766054,0.00766054,0.0
335,311170,963201226,22,10,2016,0,47,3,957094840,165.856,-0.0117292,1.09662,59.7042,-0.391955,2.62204,39.9094,2.32816,-2.64762,149.734,-1.53758,3.89344e-05,3.89344e-05,0.0
336,311170,2386396664,22,10,2016,6,31,15,970184545,21.312,-0.405718,-1.62628,36.4025,-0.399331,-1.13115,23.3318,-1.51733,1.12259,37.2319,1.63672,0.321677,0.321677,0.0
337,311170,1615207255,22,10,2016,3,23,12,867056425,57.7337,-2.10895,1.82603,127.525,-1.8372,1.90536,28.987,-2.28272,2.19047,47.0102,-1.47094,0.115432,0.115432,0.0
338,311170,2552127344,22,10,2016,7,18,1,92606705,23.746,1.05012,0.95904,26.112,2.43809,-2.90445,37.0251,0.197532,-2.13536,55.1054,0.857302,0.130651,0.130651,0.0
130,311287,587083230,23,10,2016,7,20,12,883749965,36.3652,-1.17477,1.56481,29.2109,-1.12206,-2.45103,116.029,-1.22067,-1.11151,83.8842,-0.233935,0.218077,0.218077,117.0
131,311287,975472490,23,10,2016,9,21,38,123322425,45.9453,-0.453798,-2.1822,15.3013,-0.0314482,-2.94782,26.1541,-0.879068,2.40183,41.3978,-2.08312,0.230356,0.230356,0.0
132,311287,1631082926,23,10,2016,11,58,13,469409790,81.691,1.42364,1.44471,86.6253,-0.109282,-3.13095,64.4409,-1.87819,-1.74371,37.1583,-0.519936,2.54168e-07,2.54168e-07,0.0
133,311287,2015736559,23,10,2016,13,37,24,266373280,93.4252,-0.404453,0.92139,57.0152,-2.00854,0.227671,130.592,-0.773909,-2.82875,83.9964,-0.847185,2.71781e-05,2.71781e-05,0.0
134,311287,2303983109,23,10,2016,14,51,22,266848010,25.9582,0.775149,-2.75764,25.6319,0.0592561,0.614678,29.3931,-0.209193,0.361054,62.2869,-2.70963,0.260769,0.260769,0.0
311,311321,1290656104,24,10,2016,3,40,6,901405015,48.3995,1.35108,-1.96358,73.4945,2.11009,-1.24451,40.9032,-0.221465,0.637463,74.3804,-1.14132,0.11138,0.11138,34.0
312,311321,2257234970,24,10,2016,7,28,44,31543235,74.688,0.382039,-1.78266,81.0408,0.102035,-1.59849,78.5199,-0.782238,1.68961,46.9963,2.27243,0.512062,0.512062,0.0
313,311321,3957927584,24,10,2016,15,28,2,484355525,120.376,-0.116643,-0.234604,45.5354,-0.480739,-2.57734,78.0916,0.68493,2.11246,37.1922,-3.00228,0.000490061,0.000490061,0.0
314,311321,3406191102,24,10,2016,12,38,55,107981395,328.374,1.99213,-2.1562,66.5373,2.13502,2.60733,112.651,0.611988,0.386548,144.989,0.993394,7.77494e-08,7.77494e-08,0.0
307,311365,658484913,24,10,2016,21,4,59,619159430,50.985,-0.849995,-1.31475,62.9113,-1.00027,-1.496,80.6424,-2.46518,0.0188215,44.9799,-3.10919,0.104108,0.104108,44.0
308,311365,1070332945,24,10,2016,22,31,25,262026310,16.9731,0.492078,1.22372,23.1047,-0.692573,0.44505,53.8913,1.1501,-2.79183,30.6456,1.59832,0.325874,0.325874,0.0
309,311365,1509215975,25,10,2016,0,15,17,372849035,32.0349,-0.682058,1.67356,74.761,-1.01973,1.36491,26.6146,0.438314,0.443257,86.8238,2.52838,0.216262,0.216262,0.0
310,311365,2158258894,25,10,2016,2,47,24,1949585,43.5855,0.342671,-1.73434,43.3002,0.5615,3.0072,134.129,0.452428,0.384392,67.5717,-2.68536,0.33463,0.33463,0.0
255,311402,2515087428,25,10,2016,18,16,57,763529790,35.0381,-2.0093,3.1057,221.933,-0.981084,-1.50888,72.8549,-0.205538,0.451876,41.8456,1.47165,0.000642998,0.000642998,37.0
256,311402,2742324294,25,10,2016,19,16,52,758122815,18.807,0.401835,-0.504942,26.5152,-1.13318,-1.70812,31.4225,1.62629,1.82938,96.6348,-3.123,0.109256,0.109256,0.0
296,311481,1057554380,26,10,2016,12,57,39,959236685,22.3449,0.403086,-0.463948,39.1479,1.38513,2.02024,43.261,0.597592,2.39074,75.1327,1.64531,0.199868,0.199868,79.0
297,311481,1503763991,26,10,2016,14,49,49,411508160,28.4433,-1.39578,0.382351,57.2247,-0.352302,1.18702,160.782,0.608604,-1.18476,89.2618,2.45476,0.118649,0.118649,0.0
647,326551,1385186049,14,6,2017,15,41,42,535738065,33.7012,-1.57821,1.45617,15.414,-0.665932,-2.03907,27.9168,-0.839629,-1.74592,53.6782,2.02567,0.159353,0.159353,15070.0
393,326657,794097045,15,6,2017,1,4,54,980380290,40.7614,-0.313766,-2.35704,27.5382,-0.0709234,-3.02895,35.075,-0.450143,3.10546,82.2144,-0.914829,0.254852,0.254852,106.0
550,326695,1027403357,15,6,2017,12,21,21,515225150,58.837,1.29967,2.34972,109.391,1.26555,1.69867,38.4711,0.738175,1.13489,71.965,1.17458,0.256488,0.256488,38.0
416,326834,1793634572,16,6,2017,7,54,23,197970675,38.9305,-0.475696,-0.235168,25.0105,-1.21515,-2.20884,17.5449,-1.45749,2.72709,118.704,-0.771178,0.138116,0.138116,139.0
446,326834,474480712,16,6,2017,1,4,8,186035485,27.1598,-1.36579,-1.46763,29.8701,-0.221234,-2.77182,62.0277,1.10317,1.50559,35.3985,-0.845471,0.140563,0.140563,0.0
447,326834,1808937322,16,6,2017,8,0,50,622702420,36.1819,-1.89324,-2.93453,46.1164,-0.664315,2.46089,67.681,-0.0908915,0.22586,38.7369,-1.54954,0.14332,0.14332,0.0
551,326923,888253850,17,6,2017,2,11,13,824994285,26.904,-1.13508,2.9873,42.517,-0.669436,-2.47438,54.4724,-0.915073,1.14827,47.4112,-1.22831,0.61332,0.61332,89.0
552,326923,1090576503,17,6,2017,3,33,7,157593920,17.8741,2.28216,-0.0607912,24.7826,1.22873,-1.03403,33.4016,2.07191,1.92406,40.5516,2.48391,0.21,0.21,0.0
394,326945,235598521,17,6,2017,7,24,34,405951620,103.496,0.263133,-1.46252,177.783,0.454129,-1.43191,68.6855,-1.6984,1.89382,228.841,1.9621,0.339769,0.339769,22.0
395,326945,1240978846,17,6,2017,13,3,24,429090010,16.9731,-1.41415,-0.914083,79.2396,-0.761452,-2.44858,43.0026,1.76174,2.22155,146.07,2.07261,0.132038,0.132038,0.0
396,326945,755651530,17,6,2017,10,13,51,972580365,156.064,-1.13123,1.33039,30.9739,-0.347587,1.66485,89.3665,1.96265,-1.42376,54.6225,-2.51913,0.0400895,0.0400895,0.0
397,326945,369481456,17,6,2017,8,5,27,221421900,64.9868,-0.861586,0.0340366,17.701,0.66008,-0.137097,70.6911,0.678831,-3.09022,30.3178,2.73456,0.26269,0.26269,0.0
501,327057,1417734340,18,6,2017,3,49,57,778579180,21.6191,0.874005,-1.22421,31.9611,-0.216764,-2.11791,42.6578,-1.81141,-2.58964,91.7107,0.953178,0.712669,0.712669,112.0
502,327057,1495662975,18,6,2017,4,17,59,416429515,73.8157,-2.38753,1.28446,15.2042,-2.2417,-1.46571,40.539,0.258303,-1.10914,43.2812,-2.73876,0.0718028,0.0718028,0.0
727,327265,125529766,19,6,2017,20,1,18,352662420,22.1079,0.688081,-2.80501,30.3155,1.83432,-0.467437,32.8142,1.05456,0.0683102,48.5701,2.7498,0.22671,0.22671,208.0
728,327265,2401746303,20,6,2017,8,21,19,221532720,47.8144,-0.597581,-0.597887,41.5402,-1.18922,-1.02589,50.5815,1.28163,2.74262,41.1,2.04817,0.296658,0.296658,0.0
417,327342,714114404,20,6,2017,17,49,19,110900880,22.0393,-1.6503,-2.81496,30.4531,1.53832,3.0527,72.1494,1.89882,-0.274321,38.1541,2.44282,0.000402336,0.000402336,77.0
418,327342,1275619849,20,6,2017,20,45,22,505190415,30.0459,-1.51173,0.673027,28.0056,-1.77353,0.252136,51.1734,1.17373,-1.94724,33.667,2.5067,0.0318503,0.0318503,0.0
419,327342,1313642982,20,6,2017,20,56,36,80295595,28.1146,2.36023,0.251186,25.1525,2.08402,1.16082,40.9402,-1.06845,1.20898,75.306,-2.83564,0.134117,0.134117,0.0
420,327342,1895975544,21,6,2017,0,9,14,325560265,33.954,0.676493,-0.8115,22.0116,0.401051,-1.27632,33.9524,0.891828,-2.62004,51.0955,1.62698,0.357839,0.357839,0.0
421,327342,2709786968,21,6,2017,5,28,11,727019645,20.2029,-0.910012,1.9801,15.4112,-0.264928,-0.747984,35.6448,-0.463515,-1.19468,30.7557,2.46903,0.21212,0.21212,0.0
653,327490,1946642197,22,6,2017,5,15,53,380119985,30.7198,-0.81536,-0.351604,24.6037,-0.932688,1.16656,29.6265,-1.51281,1.23353,42.8012,0.868892,0.242147,0.242147,148.0
654,327490,3518476304,22,6,2017,13,40,49,768715505,30.1818,0.225065,1.75084,39.385,-0.229103,2.04636,43.2981,-0.599071,-1.21184,32.6188,-1.6817,0.647936,0.647936,0.0
707,327636,1590208748,23,6,2017,21,9,46,226598390,193.477,-0.98001,0.864501,26.2547,-1.82297,0.589278,309.902,-1.7323,-1.8308,152.708,2.06169,0.00593062,0.00593062,146.0
448,327764,742390968,25,6,2017,8,48,16,703273275,27.9472,-2.08087,-0.252434,17.0517,0.0838345,-0.420226,18.9999,1.89534,1.60831,40.218,-2.85122,0.127928,0.127928,128.0
449,327764,2170841959,25,6,2017,15,21,50,596062205,143.866,0.336291,-2.39269,33.5155,-0.891956,-0.152384,40.9537,-0.0215552,1.22056,58.0447,0.185867,0.00500778,0.00500778,0.0
450,327764,2445149003,25,6,2017,16,59,48,940254290,22.7117,0.0395058,2.62344,18.2286,-1.17977,-0.320009,40.0148,-1.29887,-0.726775,35.2302,3.01921,0.183946,0.183946,0.0
527,327860,398280361,26,6,2017,3,3,56,87756000,46.678,1.26837,-2.47783,37.5095,1.62543,-2.0919,31.2583,0.431067,2.55926,40.9341,0.604886,0.364026,0.364026,96.0
528,327860,523581237,26,6,2017,3,35,58,145377545,42.824,-0.128788,0.610104,17.8574,-1.07144,-1.89046,50.6354,-2.08371,2.68859,47.1433,-1.15808,0.102634,0.102634,0.0
729,328042,178470651,27,6,2017,4,58,57,310523800,28.0993,0.400889,2.04804,39.4409,2.32849,2.55845,30.5677,0.988553,-1.49507,42.4486,-0.367518,0.0626617,0.0626617,182.0
730,328042,1069978547,27,6,2017,9,55,37,288849895,21.9478,1.02368,1.35095,24.2007,1.28475,0.719892,48.3031,-2.03692,-2.74872,31.4614,-0.78145,0.0202568,0.0202568,0.0
731,328042,1018921999,27,6,2017,9,38,40,457479055,36.366,-1.98842,2.95289,27.2222,-1.56424,0.623026,17.323,-1.89145,0.166872,34.1586,0.338321,0.272399,0.272399,0.0
514,328099,2297423503,28,6,2017,3,49,14,29802945,82.532,0.648399,-2.59702,19.6124,0.130796,-1.66681,28.493,0.539226,-0.844265,33.9936,-1.32355,0.282898,0.282898,57.0
515,328099,669451107,27,6,2017,18,47,38,496331735,110.116,-0.986982,2.48875,89.672,0.0159443,-0.315107,170.17,-0.102214,-0.714534,149.679,2.66635,0.106223,0.106223,0.0
516,328099,734272246,27,6,2017,19,5,33,974704830,16.8834,0.850451,-1.04264,75.3606,1.20478,-1.15544,27.0133,2.01434,-2.77901,96.168,1.74493,0.366149,0.366149,0.0
519,328263,1286869264,28,6,2017,23,37,32,976814790,27.0073,-1.58379,0.680676,40.3609,-1.16759,0.518337,18.3557,-2.22927,2.61115,128.276,-1.55456,0.294287,0.294287,164.0
520,328263,2205847113,29,6,2017,4,32,58,924268035,61.482,0.977156,-2.78735,82.2333,1.54027,-3.08212,61.8843,-1.08045,0.400593,82.6258,0.100769,0.205671,0.205671,0.0
521,328263,2145257673,29,6,2017,4,10,23,948356595,30.5301,1.31907,-0.878247,20.828,1.67653,-1.20904,29.0605,0.81857,1.57592,36.5778,-2.48246,0.370395,0.370395,0.0
553,328333,421090783,29,6,2017,8,56,18,423226175,15.387,1.14434,-1.62217,21.8033,0.845276,-0.274506,37.9195,1.19958,0.388952,38.6995,-0.690421,0.167754,0.167754,70.0
433,328374,213689156,29,6,2017,17,56,41,194892540,57.2193,-0.395268,1.64467,107.109,-1.31319,2.20689,17.2552,-1.18132,-2.58839,72.1718,-0.277052,0.286604,0.286604,41.0
712,328393,475826775,29,6,2017,23,3,45,465712615,19.456,1.15053,-1.42512,35.8035,1.41498,-2.61733,131.751,0.82968,-0.144776,204.924,3.00252,0.280382,0.280382,19.0
522,329780,926736892,15,7,2017,3,36,19,58611200,58.0227,-0.205423,-2.18008,24.547,-0.660636,-2.85665,44.9503,0.343426,-1.55492,50.9678,3.0975,0.179428,0.179428,1387.0
523,329780,2068624717,15,7,2017,9,30,42,820948000,74.4233,-0.987424,-2.43854,32.1227,-2.11735,-0.915963,62.666,-1.53852,0.466695,44.5532,1.89753,0.0273599,0.0273599,0.0
661,329780,1248454925,15,7,2017,5,14,42,913406265,42.0219,-0.647392,1.49015,60.8357,-0.536179,1.11556,52.7474,1.36914,-1.97702,56.3093,-1.86623,0.615025,0.615025,0.0
529,329829,514089768,15,7,2017,16,51,14,274627125,96.2104,0.557106,-0.0753197,89.6618,0.680897,-2.77663,54.7095,-1.21284,2.47693,67.105,1.20836,2.84593e-05,2.84593e-05,49.0
715,329835,2808847062,16,7,2017,5,47,24,554695455,101.004,0.394899,1.76423,66.5408,1.23062,-2.11192,67.4215,1.24346,-1.23677,40.2735,0.639154,0.0027041,0.0027041,6.0
535,329869,2195571748,16,7,2017,18,20,53,394908060,50.1186,0.325426,0.94457,49.7812,2.29507,0.493712,107.58,1.93469,-2.22179,33.41,1.75623,0.00128708,0.00128708,34.0
554,329964,786551940,18,7,2017,8,55,3,192368185,150.697,1.20661,-1.86366,117.174,1.36288,0.387712,72.256,-1.13902,2.09138,50.0738,2.4226,5.42416e-09,5.42416e-09,95.0
555,329964,728866226,18,7,2017,8,38,10,108287570,102.715,-1.04215,1.40134,32.2614,-0.381044,2.28046,54.2392,0.577088,-2.45565,57.508,1.48076,0.122999,0.122999,0.0
414,330025,768356610,18,7,2017,19,41,55,351192285,63.1665,0.226978,2.12909,20.4332,1.19788,0.448778,39.6746,0.310302,-2.18331,44.1937,-0.589119,0.258935,0.258935,61.0
617,330074,414299143,19,7,2017,5,35,23,944271595,82.7723,-0.380213,2.43914,99.4672,-1.44792,-2.9695,80.6211,-0.704649,0.392019,34.0547,-0.8507,0.000621865,0.000621865,49.0
618,330074,489693852,19,7,2017,5,55,37,562622430,19.9543,-0.955546,0.614624,22.317,0.434379,-1.74569,51.8643,-0.89469,-2.65752,50.1062,0.861977,0.266557,0.266557,0.0
619,330074,242524499,19,7,2017,4,51,39,546969510,38.6593,-0.489646,2.86992,52.6959,-2.48397,2.83735,135.054,-2.21848,-0.387874,36.1544,2.38344,0.0145486,0.0145486,0.0
713,330079,628038342,19,7,2017,10,47,46,599603980,24.4584,-0.490038,0.625806,75.3241,-0.594834,2.25866,37.4879,2.4226,-0.371002,84.0088,-2.025,0.0284813,0.0284813,5.0
714,330079,404674398,19,7,2017,9,47,35,698998115,39.0243,0.411348,-1.23029,51.032,0.85819,-1.42805,23.0529,0.991916,1.14651,37.8129,-0.0983132,0.2033,0.2033,0.0
434,330203,2023890826,20,7,2017,23,12,58,920294720,42.8269,0.713197,2.646,66.7178,0.305214,2.72454,97.0619,0.8089,-1.20104,61.5425,0.798918,0.826166,0.826166,124.0
435,330203,2733464630,21,7,2017,3,26,12,334828795,57.1174,0.361852,-1.75689,42.6859,-1.34965,2.63828,61.4807,-0.0618012,1.30643,38.018,-0.594442,0.00128504,0.00128504,0.0
436,330203,1066735616,20,7,2017,18,14,8,160986515,51.9715,-0.907129,-1.91296,36.5408,-0.987065,-3.06567,94.709,-2.08879,1.41091,78.582,-0.729436,0.448517,0.448517,0.0
437,330203,2018764403,20,7,2017,23,11,22,977194755,208.344,1.89257,-1.68427,174.241,1.24778,1.29834,73.6789,-0.251067,1.83633,31.8874,-2.18658,5.85814e-10,5.85814e-10,0.0
685,330294,1650904711,22,7,2017,2,15,18,434090780,18.6207,-0.507509,1.71071,67.6299,-0.937556,2.91655,23.9887,-1.61231,-0.658922,71.1058,2.48787,0.355742,0.355742,91.0
686,330294,2266013736,22,7,2017,5,36,49,27076130,78.5714,0.731419,-1.08374,72.6956,-0.40165,0.100119,35.6284,1.69562,1.07383,54.0881,2.01289,0.00433735,0.00433735,0.0
687,330294,347054554,21,7,2017,19,52,2,197990945,95.0976,-0.0856598,-1.92433,32.7615,1.77761,2.93159,80.5933,0.502872,1.22352,45.3749,0.295765,0.000160648,0.000160648,0.0
688,330294,2676749830,22,7,2017,8,11,44,494339575,33.7821,1.63963,-2.77372,16.4992,1.89973,-0.103938,79.8843,-0.699651,-0.163336,60.7018,-1.30516,0.0482454,0.0482454,0.0
399,331085,1337986193,30,7,2017,2,1,49,654569710,16.0795,-1.25013,-1.03124,19.8954,-1.97539,1.4559,30.4292,2.0151,-2.58595,53.3364,0.431962,0.0206841,0.0206841,791.0
